"Feb 2022","Feb 2021","% change 2022-2021","Feb 2020","% change 2022-2020","Feb 2019","% change 2022-2019"
2954.5,2944.5,0.33961623365597,1966,50.2797558494405,1621,82.2640345465762
2356.67857142857,2410.82142857143,-2.24582611143207,1559.67857142857,51.1002724920428,1274,84.9826194213949
