"month","Class","n","Class.name"
Jul 2019,4764,69,"Retail sale of sporting equipment in specialised stores"
Jul 2019,4765,28,"Retail sale of games and toys in specialised stores"
Jul 2019,4771,235,"Retail sale of clothing in specialised stores"
Jul 2019,4772,16,"Retail sale of footwear and leather goods in specialised stores"
Jul 2019,4773,33,"Dispensing chemist in specialised stores"
Jul 2019,4774,30,"Retail sale of medical and orthopaedic goods in specialised stores"
Jul 2019,4775,70,"Retail sale of cosmetic and toilet articles in specialised stores"
Jul 2019,4776,49,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Jul 2019,4777,39,"Retail sale of watches and jewellery in specialised stores"
Jul 2019,4778,101,"Other retail sale of new goods in specialised stores"
Jul 2019,4779,27,"Retail sale of second-hand goods in stores"
Jul 2019,4781,24,"Retail sale via stalls and markets of food, beverages and tobacco products"
Jul 2019,4782,40,"Retail sale via stalls and markets of textiles, clothing and footwear"
Jul 2019,4789,40,"Retail sale via stalls and markets of other goods"
Jul 2019,4791,930,"Retail sale via mail order houses or via Internet"
Jul 2019,4799,283,"Other retail sale not in stores, stalls or markets"
Aug 2019,4511,340,"Sale of cars and light motor vehicles"
Aug 2019,4519,31,"Sale of other motor vehicles"
Aug 2019,4520,296,"Maintenance and repair of motor vehicles"
Aug 2019,4531,33,"Wholesale trade of motor vehicle parts and accessories"
Aug 2019,4532,59,"Retail trade of motor vehicle parts and accessories"
Aug 2019,4540,18,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Aug 2019,4611,11,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Aug 2019,4612,12,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Aug 2019,4613,17,"Agents involved in the sale of timber and building materials"
Aug 2019,4614,20,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Aug 2019,4615,26,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Aug 2019,4616,89,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Aug 2019,4617,46,"Agents involved in the sale of food, beverages and tobacco"
Aug 2019,4618,61,"Agents specialised in the sale of other particular products"
Aug 2019,4619,137,"Agents involved in the sale of a variety of goods"
Aug 2019,4621,11,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Aug 2019,4622,9,"Wholesale of flowers and plants"
Aug 2019,4623,4,"Wholesale of live animals"
Aug 2019,4631,39,"Wholesale of fruit and vegetables"
Aug 2019,4632,29,"Wholesale of meat and meat products"
Aug 2019,4633,5,"Wholesale of dairy products, eggs and edible oils and fats"
Aug 2019,4634,76,"Wholesale of beverages"
Aug 2019,4635,2,"Wholesale of tobacco products"
Aug 2019,4636,10,"Wholesale of sugar and chocolate and sugar confectionery"
Aug 2019,4637,22,"Wholesale of coffee, tea, cocoa and spices"
Aug 2019,4638,14,"Wholesale of other food, including fish, crustaceans and molluscs"
Aug 2019,4639,34,"Non-specialised wholesale of food, beverages and tobacco"
Aug 2019,4641,25,"Wholesale of textiles"
Aug 2019,4642,94,"Wholesale of clothing and footwear"
Aug 2019,4643,6,"Wholesale of electrical household appliances"
Aug 2019,4644,3,"Wholesale of china and glassware and cleaning materials"
Aug 2019,4645,51,"Wholesale of perfume and cosmetics"
Aug 2019,4646,14,"Wholesale of pharmaceutical goods"
Aug 2019,4647,22,"Wholesale of furniture, carpets and lighting equipment"
Aug 2019,4648,11,"Wholesale of watches and jewellery"
Aug 2019,4649,44,"Wholesale of other household goods"
Aug 2019,4651,26,"Wholesale of computers, computer peripheral equipment and software"
Aug 2019,4652,34,"Wholesale of electronic and telecommunications equipment and parts"
Aug 2019,4661,8,"Wholesale of agricultural machinery, equipment and supplies"
Aug 2019,4662,7,"Wholesale of machine tools"
Aug 2019,4663,4,"Wholesale of mining, construction and civil engineering machinery"
Aug 2019,4664,1,"Wholesale of machinery for the textile industry and of sewing and knitting machines"
Aug 2019,4665,6,"Wholesale of office furniture"
Aug 2019,4666,2,"Wholesale of other office machinery and equipment"
Aug 2019,4669,21,"Wholesale of other machinery and equipment"
Aug 2019,4671,8,"Wholesale of solid, liquid and gaseous fuels and related products"
Aug 2019,4672,9,"Wholesale of metals and metal ores"
Aug 2019,4673,17,"Wholesale of wood, construction materials and sanitary equipment"
Aug 2019,4674,19,"Wholesale of hardware, plumbing and heating equipment and supplies"
Aug 2019,4675,6,"Wholesale of chemical products"
Aug 2019,4676,14,"Wholesale of other intermediate products"
Aug 2019,4677,1,"Wholesale of waste and scrap"
Aug 2019,4690,185,"Non-specialised wholesale trade"
Aug 2019,4711,232,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Aug 2019,4719,234,"Other retail sale in non-specialised stores"
Aug 2019,4721,22,"Retail sale of fruit and vegetables in specialised stores"
Aug 2019,4722,28,"Retail sale of meat and meat products in specialised stores"
Aug 2019,4723,5,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Aug 2019,4724,35,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Aug 2019,4725,33,"Retail sale of beverages in specialised stores"
Aug 2019,4726,20,"Retail sale of tobacco products in specialised stores"
Aug 2019,4729,79,"Other retail sale of food in specialised stores"
Aug 2019,4730,3,"Retail sale of automotive fuel in specialised stores"
Aug 2019,4741,22,"Retail sale of computers, peripheral units and software in specialised stores"
Aug 2019,4742,47,"Retail sale of telecommunications equipment in specialised stores"
Aug 2019,4743,6,"Retail sale of audio and video equipment in specialised stores"
Aug 2019,4751,25,"Retail sale of textiles in specialised stores"
Aug 2019,4752,13,"Retail sale of hardware, paints and glass in specialised stores"
Aug 2019,4753,26,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Aug 2019,4754,13,"Retail sale of electrical household appliances in specialised stores"
Aug 2019,4759,58,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Aug 2019,4761,11,"Retail sale of books in specialised stores"
Aug 2019,4762,5,"Retail sale of newspapers and stationery in specialised stores"
Aug 2019,4763,13,"Retail sale of music and video recordings in specialised stores"
Aug 2019,4764,59,"Retail sale of sporting equipment in specialised stores"
Aug 2019,4765,24,"Retail sale of games and toys in specialised stores"
Aug 2019,4771,193,"Retail sale of clothing in specialised stores"
Aug 2019,4772,14,"Retail sale of footwear and leather goods in specialised stores"
Aug 2019,4773,25,"Dispensing chemist in specialised stores"
Aug 2019,4774,19,"Retail sale of medical and orthopaedic goods in specialised stores"
Aug 2019,4775,52,"Retail sale of cosmetic and toilet articles in specialised stores"
Aug 2019,4776,57,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Aug 2019,4777,29,"Retail sale of watches and jewellery in specialised stores"
Aug 2019,4778,74,"Other retail sale of new goods in specialised stores"
Aug 2019,4779,17,"Retail sale of second-hand goods in stores"
Aug 2019,4781,14,"Retail sale via stalls and markets of food, beverages and tobacco products"
Aug 2019,4782,33,"Retail sale via stalls and markets of textiles, clothing and footwear"
Aug 2019,4789,44,"Retail sale via stalls and markets of other goods"
Aug 2019,4791,889,"Retail sale via mail order houses or via Internet"
Aug 2019,4799,235,"Other retail sale not in stores, stalls or markets"
Sep 2019,4511,344,"Sale of cars and light motor vehicles"
Sep 2019,4519,43,"Sale of other motor vehicles"
Sep 2019,4520,354,"Maintenance and repair of motor vehicles"
Sep 2019,4531,33,"Wholesale trade of motor vehicle parts and accessories"
Sep 2019,4532,50,"Retail trade of motor vehicle parts and accessories"
Sep 2019,4540,12,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Sep 2019,4611,17,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Sep 2019,4612,15,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Sep 2019,4613,19,"Agents involved in the sale of timber and building materials"
Sep 2019,4614,24,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Sep 2019,4615,47,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Sep 2019,4616,89,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Sep 2019,4617,40,"Agents involved in the sale of food, beverages and tobacco"
Sep 2019,4618,55,"Agents specialised in the sale of other particular products"
Sep 2019,4619,148,"Agents involved in the sale of a variety of goods"
Sep 2019,4621,7,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Sep 2019,4622,20,"Wholesale of flowers and plants"
Sep 2019,4624,1,"Wholesale of hides, skins and leather"
Sep 2019,4631,33,"Wholesale of fruit and vegetables"
Sep 2019,4632,19,"Wholesale of meat and meat products"
Sep 2019,4633,3,"Wholesale of dairy products, eggs and edible oils and fats"
Sep 2019,4634,65,"Wholesale of beverages"
Sep 2019,4635,3,"Wholesale of tobacco products"
Sep 2019,4636,6,"Wholesale of sugar and chocolate and sugar confectionery"
Sep 2019,4637,20,"Wholesale of coffee, tea, cocoa and spices"
Sep 2019,4638,21,"Wholesale of other food, including fish, crustaceans and molluscs"
Sep 2019,4639,31,"Non-specialised wholesale of food, beverages and tobacco"
Sep 2019,4641,27,"Wholesale of textiles"
Sep 2019,4642,124,"Wholesale of clothing and footwear"
Sep 2019,4643,11,"Wholesale of electrical household appliances"
Sep 2019,4644,2,"Wholesale of china and glassware and cleaning materials"
Sep 2019,4645,72,"Wholesale of perfume and cosmetics"
Sep 2019,4646,28,"Wholesale of pharmaceutical goods"
Sep 2019,4647,18,"Wholesale of furniture, carpets and lighting equipment"
Sep 2019,4648,23,"Wholesale of watches and jewellery"
Sep 2019,4649,54,"Wholesale of other household goods"
Sep 2019,4651,38,"Wholesale of computers, computer peripheral equipment and software"
Sep 2019,4652,37,"Wholesale of electronic and telecommunications equipment and parts"
Sep 2019,4661,6,"Wholesale of agricultural machinery, equipment and supplies"
Sep 2019,4662,6,"Wholesale of machine tools"
Sep 2019,4663,3,"Wholesale of mining, construction and civil engineering machinery"
Sep 2019,4665,3,"Wholesale of office furniture"
Sep 2019,4666,4,"Wholesale of other office machinery and equipment"
Sep 2019,4669,24,"Wholesale of other machinery and equipment"
Sep 2019,4671,16,"Wholesale of solid, liquid and gaseous fuels and related products"
Sep 2019,4672,9,"Wholesale of metals and metal ores"
Sep 2019,4673,18,"Wholesale of wood, construction materials and sanitary equipment"
Sep 2019,4674,18,"Wholesale of hardware, plumbing and heating equipment and supplies"
Sep 2019,4675,9,"Wholesale of chemical products"
Sep 2019,4676,10,"Wholesale of other intermediate products"
Sep 2019,4677,7,"Wholesale of waste and scrap"
Sep 2019,4690,222,"Non-specialised wholesale trade"
Sep 2019,4711,232,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Sep 2019,4719,268,"Other retail sale in non-specialised stores"
Sep 2019,4721,29,"Retail sale of fruit and vegetables in specialised stores"
Sep 2019,4722,41,"Retail sale of meat and meat products in specialised stores"
Sep 2019,4723,12,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Sep 2019,4724,43,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Sep 2019,4725,33,"Retail sale of beverages in specialised stores"
Sep 2019,4726,18,"Retail sale of tobacco products in specialised stores"
Sep 2019,4729,63,"Other retail sale of food in specialised stores"
Sep 2019,4730,5,"Retail sale of automotive fuel in specialised stores"
Sep 2019,4741,22,"Retail sale of computers, peripheral units and software in specialised stores"
Sep 2019,4742,72,"Retail sale of telecommunications equipment in specialised stores"
Sep 2019,4743,5,"Retail sale of audio and video equipment in specialised stores"
Sep 2019,4751,28,"Retail sale of textiles in specialised stores"
Sep 2019,4752,15,"Retail sale of hardware, paints and glass in specialised stores"
Sep 2019,4753,28,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Sep 2019,4754,20,"Retail sale of electrical household appliances in specialised stores"
Sep 2019,4759,79,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Sep 2019,4761,13,"Retail sale of books in specialised stores"
Sep 2019,4762,14,"Retail sale of newspapers and stationery in specialised stores"
Sep 2019,4763,6,"Retail sale of music and video recordings in specialised stores"
Sep 2019,4764,49,"Retail sale of sporting equipment in specialised stores"
Sep 2019,4765,23,"Retail sale of games and toys in specialised stores"
Sep 2019,4771,221,"Retail sale of clothing in specialised stores"
Sep 2019,4772,20,"Retail sale of footwear and leather goods in specialised stores"
Sep 2019,4773,24,"Dispensing chemist in specialised stores"
Sep 2019,4774,14,"Retail sale of medical and orthopaedic goods in specialised stores"
Sep 2019,4775,48,"Retail sale of cosmetic and toilet articles in specialised stores"
Sep 2019,4776,46,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Sep 2019,4777,35,"Retail sale of watches and jewellery in specialised stores"
Sep 2019,4778,99,"Other retail sale of new goods in specialised stores"
Sep 2019,4779,17,"Retail sale of second-hand goods in stores"
Sep 2019,4781,30,"Retail sale via stalls and markets of food, beverages and tobacco products"
Sep 2019,4782,44,"Retail sale via stalls and markets of textiles, clothing and footwear"
Sep 2019,4789,46,"Retail sale via stalls and markets of other goods"
Sep 2019,4791,941,"Retail sale via mail order houses or via Internet"
Sep 2019,4799,497,"Other retail sale not in stores, stalls or markets"
Oct 2019,4511,415,"Sale of cars and light motor vehicles"
Oct 2019,4519,27,"Sale of other motor vehicles"
Oct 2019,4520,372,"Maintenance and repair of motor vehicles"
Oct 2019,4531,45,"Wholesale trade of motor vehicle parts and accessories"
Oct 2019,4532,83,"Retail trade of motor vehicle parts and accessories"
Oct 2019,4540,21,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Oct 2019,4611,13,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Oct 2019,4612,21,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Oct 2019,4613,25,"Agents involved in the sale of timber and building materials"
Oct 2019,4614,27,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Oct 2019,4615,50,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Oct 2019,4616,104,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Oct 2019,4617,47,"Agents involved in the sale of food, beverages and tobacco"
Oct 2019,4618,77,"Agents specialised in the sale of other particular products"
Oct 2019,4619,158,"Agents involved in the sale of a variety of goods"
Oct 2019,4621,7,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Oct 2019,4622,27,"Wholesale of flowers and plants"
Oct 2019,4623,1,"Wholesale of live animals"
Oct 2019,4624,1,"Wholesale of hides, skins and leather"
Oct 2019,4631,43,"Wholesale of fruit and vegetables"
Oct 2019,4632,27,"Wholesale of meat and meat products"
Oct 2019,4633,5,"Wholesale of dairy products, eggs and edible oils and fats"
Oct 2019,4634,75,"Wholesale of beverages"
Oct 2019,4636,9,"Wholesale of sugar and chocolate and sugar confectionery"
Oct 2019,4637,23,"Wholesale of coffee, tea, cocoa and spices"
Oct 2019,4638,26,"Wholesale of other food, including fish, crustaceans and molluscs"
Oct 2019,4639,37,"Non-specialised wholesale of food, beverages and tobacco"
Oct 2019,4641,44,"Wholesale of textiles"
Oct 2019,4642,131,"Wholesale of clothing and footwear"
Oct 2019,4643,22,"Wholesale of electrical household appliances"
Oct 2019,4644,1,"Wholesale of china and glassware and cleaning materials"
Oct 2019,4645,83,"Wholesale of perfume and cosmetics"
Oct 2019,4646,29,"Wholesale of pharmaceutical goods"
Oct 2019,4647,38,"Wholesale of furniture, carpets and lighting equipment"
Oct 2019,4648,31,"Wholesale of watches and jewellery"
Oct 2019,4649,47,"Wholesale of other household goods"
Oct 2019,4651,41,"Wholesale of computers, computer peripheral equipment and software"
Oct 2019,4652,29,"Wholesale of electronic and telecommunications equipment and parts"
Oct 2019,4661,5,"Wholesale of agricultural machinery, equipment and supplies"
Oct 2019,4662,7,"Wholesale of machine tools"
Oct 2019,4663,4,"Wholesale of mining, construction and civil engineering machinery"
Oct 2019,4665,3,"Wholesale of office furniture"
Oct 2019,4666,5,"Wholesale of other office machinery and equipment"
Oct 2019,4669,20,"Wholesale of other machinery and equipment"
Oct 2019,4671,5,"Wholesale of solid, liquid and gaseous fuels and related products"
Oct 2019,4672,12,"Wholesale of metals and metal ores"
Oct 2019,4673,25,"Wholesale of wood, construction materials and sanitary equipment"
Oct 2019,4674,15,"Wholesale of hardware, plumbing and heating equipment and supplies"
Oct 2019,4675,8,"Wholesale of chemical products"
Oct 2019,4676,16,"Wholesale of other intermediate products"
Oct 2019,4677,11,"Wholesale of waste and scrap"
Oct 2019,4690,266,"Non-specialised wholesale trade"
Oct 2019,4711,269,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Oct 2019,4719,299,"Other retail sale in non-specialised stores"
Oct 2019,4721,19,"Retail sale of fruit and vegetables in specialised stores"
Oct 2019,4722,24,"Retail sale of meat and meat products in specialised stores"
Oct 2019,4723,6,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Oct 2019,4724,43,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Oct 2019,4725,38,"Retail sale of beverages in specialised stores"
Oct 2019,4726,18,"Retail sale of tobacco products in specialised stores"
Oct 2019,4729,78,"Other retail sale of food in specialised stores"
Oct 2019,4730,12,"Retail sale of automotive fuel in specialised stores"
Oct 2019,4741,23,"Retail sale of computers, peripheral units and software in specialised stores"
Oct 2019,4742,79,"Retail sale of telecommunications equipment in specialised stores"
Oct 2019,4743,6,"Retail sale of audio and video equipment in specialised stores"
Oct 2019,4751,26,"Retail sale of textiles in specialised stores"
Oct 2019,4752,13,"Retail sale of hardware, paints and glass in specialised stores"
Oct 2019,4753,33,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Oct 2019,4754,15,"Retail sale of electrical household appliances in specialised stores"
Oct 2019,4759,91,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Oct 2019,4761,14,"Retail sale of books in specialised stores"
Oct 2019,4762,16,"Retail sale of newspapers and stationery in specialised stores"
Oct 2019,4763,19,"Retail sale of music and video recordings in specialised stores"
Oct 2019,4764,85,"Retail sale of sporting equipment in specialised stores"
Oct 2019,4765,26,"Retail sale of games and toys in specialised stores"
Oct 2019,4771,248,"Retail sale of clothing in specialised stores"
Oct 2019,4772,16,"Retail sale of footwear and leather goods in specialised stores"
Oct 2019,4773,33,"Dispensing chemist in specialised stores"
Oct 2019,4774,18,"Retail sale of medical and orthopaedic goods in specialised stores"
Oct 2019,4775,71,"Retail sale of cosmetic and toilet articles in specialised stores"
Oct 2019,4776,57,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Oct 2019,4777,53,"Retail sale of watches and jewellery in specialised stores"
Oct 2019,4778,103,"Other retail sale of new goods in specialised stores"
Oct 2019,4779,25,"Retail sale of second-hand goods in stores"
Oct 2019,4781,25,"Retail sale via stalls and markets of food, beverages and tobacco products"
Oct 2019,4782,30,"Retail sale via stalls and markets of textiles, clothing and footwear"
Oct 2019,4789,51,"Retail sale via stalls and markets of other goods"
Oct 2019,4791,1057,"Retail sale via mail order houses or via Internet"
Oct 2019,4799,394,"Other retail sale not in stores, stalls or markets"
Nov 2019,4511,340,"Sale of cars and light motor vehicles"
Nov 2019,4519,31,"Sale of other motor vehicles"
Nov 2019,4520,372,"Maintenance and repair of motor vehicles"
Nov 2019,4531,32,"Wholesale trade of motor vehicle parts and accessories"
Nov 2019,4532,58,"Retail trade of motor vehicle parts and accessories"
Nov 2019,4540,14,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Nov 2019,4611,7,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Nov 2019,4612,16,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Nov 2019,4613,24,"Agents involved in the sale of timber and building materials"
Nov 2019,4614,29,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Nov 2019,4615,37,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Nov 2019,4616,104,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Nov 2019,4617,43,"Agents involved in the sale of food, beverages and tobacco"
Nov 2019,4618,68,"Agents specialised in the sale of other particular products"
Nov 2019,4619,157,"Agents involved in the sale of a variety of goods"
Nov 2019,4621,7,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Nov 2019,4622,17,"Wholesale of flowers and plants"
Nov 2019,4623,2,"Wholesale of live animals"
Nov 2019,4631,32,"Wholesale of fruit and vegetables"
Nov 2019,4632,23,"Wholesale of meat and meat products"
Nov 2019,4633,6,"Wholesale of dairy products, eggs and edible oils and fats"
Nov 2019,4634,75,"Wholesale of beverages"
Nov 2019,4635,1,"Wholesale of tobacco products"
Nov 2019,4636,12,"Wholesale of sugar and chocolate and sugar confectionery"
Nov 2019,4637,23,"Wholesale of coffee, tea, cocoa and spices"
Nov 2019,4638,14,"Wholesale of other food, including fish, crustaceans and molluscs"
Nov 2019,4639,35,"Non-specialised wholesale of food, beverages and tobacco"
Nov 2019,4641,37,"Wholesale of textiles"
Nov 2019,4642,122,"Wholesale of clothing and footwear"
Nov 2019,4643,12,"Wholesale of electrical household appliances"
Nov 2019,4644,2,"Wholesale of china and glassware and cleaning materials"
Nov 2019,4645,63,"Wholesale of perfume and cosmetics"
Nov 2019,4646,26,"Wholesale of pharmaceutical goods"
Nov 2019,4647,12,"Wholesale of furniture, carpets and lighting equipment"
Nov 2019,4648,22,"Wholesale of watches and jewellery"
Nov 2019,4649,43,"Wholesale of other household goods"
Nov 2019,4651,37,"Wholesale of computers, computer peripheral equipment and software"
Nov 2019,4652,55,"Wholesale of electronic and telecommunications equipment and parts"
Nov 2019,4661,6,"Wholesale of agricultural machinery, equipment and supplies"
Nov 2019,4662,8,"Wholesale of machine tools"
Nov 2019,4663,3,"Wholesale of mining, construction and civil engineering machinery"
Nov 2019,4665,6,"Wholesale of office furniture"
Nov 2019,4666,3,"Wholesale of other office machinery and equipment"
Nov 2019,4669,32,"Wholesale of other machinery and equipment"
Nov 2019,4671,15,"Wholesale of solid, liquid and gaseous fuels and related products"
Nov 2019,4672,6,"Wholesale of metals and metal ores"
Nov 2019,4673,16,"Wholesale of wood, construction materials and sanitary equipment"
Nov 2019,4674,12,"Wholesale of hardware, plumbing and heating equipment and supplies"
Nov 2019,4675,11,"Wholesale of chemical products"
Nov 2019,4676,14,"Wholesale of other intermediate products"
Nov 2019,4677,9,"Wholesale of waste and scrap"
Nov 2019,4690,203,"Non-specialised wholesale trade"
Nov 2019,4711,264,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Nov 2019,4719,260,"Other retail sale in non-specialised stores"
Nov 2019,4721,23,"Retail sale of fruit and vegetables in specialised stores"
Nov 2019,4722,29,"Retail sale of meat and meat products in specialised stores"
Nov 2019,4723,4,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Nov 2019,4724,51,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Nov 2019,4725,41,"Retail sale of beverages in specialised stores"
Nov 2019,4726,8,"Retail sale of tobacco products in specialised stores"
Nov 2019,4729,88,"Other retail sale of food in specialised stores"
Nov 2019,4730,9,"Retail sale of automotive fuel in specialised stores"
Nov 2019,4741,26,"Retail sale of computers, peripheral units and software in specialised stores"
Nov 2019,4742,49,"Retail sale of telecommunications equipment in specialised stores"
Nov 2019,4743,8,"Retail sale of audio and video equipment in specialised stores"
Nov 2019,4751,33,"Retail sale of textiles in specialised stores"
Nov 2019,4752,5,"Retail sale of hardware, paints and glass in specialised stores"
Nov 2019,4753,29,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Nov 2019,4754,19,"Retail sale of electrical household appliances in specialised stores"
Nov 2019,4759,73,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Nov 2019,4761,13,"Retail sale of books in specialised stores"
Nov 2019,4762,10,"Retail sale of newspapers and stationery in specialised stores"
Nov 2019,4763,10,"Retail sale of music and video recordings in specialised stores"
Nov 2019,4764,76,"Retail sale of sporting equipment in specialised stores"
Nov 2019,4765,30,"Retail sale of games and toys in specialised stores"
Nov 2019,4771,245,"Retail sale of clothing in specialised stores"
Nov 2019,4772,25,"Retail sale of footwear and leather goods in specialised stores"
Nov 2019,4773,34,"Dispensing chemist in specialised stores"
Nov 2019,4774,24,"Retail sale of medical and orthopaedic goods in specialised stores"
Nov 2019,4775,47,"Retail sale of cosmetic and toilet articles in specialised stores"
Nov 2019,4776,56,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Nov 2019,4777,36,"Retail sale of watches and jewellery in specialised stores"
Nov 2019,4778,95,"Other retail sale of new goods in specialised stores"
Nov 2019,4779,30,"Retail sale of second-hand goods in stores"
Nov 2019,4781,22,"Retail sale via stalls and markets of food, beverages and tobacco products"
Nov 2019,4782,36,"Retail sale via stalls and markets of textiles, clothing and footwear"
Nov 2019,4789,36,"Retail sale via stalls and markets of other goods"
Nov 2019,4791,1010,"Retail sale via mail order houses or via Internet"
Nov 2019,4799,246,"Other retail sale not in stores, stalls or markets"
Dec 2019,4511,291,"Sale of cars and light motor vehicles"
Dec 2019,4519,23,"Sale of other motor vehicles"
Dec 2019,4520,289,"Maintenance and repair of motor vehicles"
Dec 2019,4531,28,"Wholesale trade of motor vehicle parts and accessories"
Dec 2019,4532,54,"Retail trade of motor vehicle parts and accessories"
Dec 2019,4540,22,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Dec 2019,4611,13,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Dec 2019,4612,15,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Dec 2019,4613,15,"Agents involved in the sale of timber and building materials"
Dec 2019,4614,14,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Dec 2019,4615,38,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Dec 2019,4616,92,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Dec 2019,4617,23,"Agents involved in the sale of food, beverages and tobacco"
Dec 2019,4618,64,"Agents specialised in the sale of other particular products"
Dec 2019,4619,158,"Agents involved in the sale of a variety of goods"
Dec 2019,4621,8,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Dec 2019,4622,3,"Wholesale of flowers and plants"
Dec 2019,4623,1,"Wholesale of live animals"
Dec 2019,4624,2,"Wholesale of hides, skins and leather"
Dec 2019,4631,32,"Wholesale of fruit and vegetables"
Dec 2019,4632,11,"Wholesale of meat and meat products"
Dec 2019,4633,5,"Wholesale of dairy products, eggs and edible oils and fats"
Dec 2019,4634,60,"Wholesale of beverages"
Dec 2019,4635,4,"Wholesale of tobacco products"
Dec 2019,4636,11,"Wholesale of sugar and chocolate and sugar confectionery"
Dec 2019,4637,26,"Wholesale of coffee, tea, cocoa and spices"
Dec 2019,4638,12,"Wholesale of other food, including fish, crustaceans and molluscs"
Dec 2019,4639,36,"Non-specialised wholesale of food, beverages and tobacco"
Dec 2019,4641,33,"Wholesale of textiles"
Dec 2019,4642,115,"Wholesale of clothing and footwear"
Dec 2019,4643,10,"Wholesale of electrical household appliances"
Dec 2019,4644,3,"Wholesale of china and glassware and cleaning materials"
Dec 2019,4645,59,"Wholesale of perfume and cosmetics"
Dec 2019,4646,25,"Wholesale of pharmaceutical goods"
Dec 2019,4647,14,"Wholesale of furniture, carpets and lighting equipment"
Dec 2019,4648,17,"Wholesale of watches and jewellery"
Dec 2019,4649,37,"Wholesale of other household goods"
Dec 2019,4651,41,"Wholesale of computers, computer peripheral equipment and software"
Dec 2019,4652,37,"Wholesale of electronic and telecommunications equipment and parts"
Dec 2019,4661,13,"Wholesale of agricultural machinery, equipment and supplies"
Dec 2019,4662,3,"Wholesale of machine tools"
Dec 2019,4663,3,"Wholesale of mining, construction and civil engineering machinery"
Dec 2019,4665,5,"Wholesale of office furniture"
Dec 2019,4666,2,"Wholesale of other office machinery and equipment"
Dec 2019,4669,18,"Wholesale of other machinery and equipment"
