"IncorporationDate","Class","n","Class.name"
2019-01-02,4511,5,"Sale of cars and light motor vehicles"
2019-01-02,4520,11,"Maintenance and repair of motor vehicles"
2019-01-02,4532,1,"Retail trade of motor vehicle parts and accessories"
2019-01-02,4611,1,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
2019-01-02,4616,2,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-02,4617,1,"Agents involved in the sale of food, beverages and tobacco"
2019-01-02,4618,1,"Agents specialised in the sale of other particular products"
2019-01-02,4619,6,"Agents involved in the sale of a variety of goods"
2019-01-02,4622,1,"Wholesale of flowers and plants"
2019-01-02,4631,3,"Wholesale of fruit and vegetables"
2019-01-02,4632,1,"Wholesale of meat and meat products"
2019-01-02,4634,3,"Wholesale of beverages"
2019-01-02,4637,1,"Wholesale of coffee, tea, cocoa and spices"
2019-01-02,4638,1,"Wholesale of other food, including fish, crustaceans and molluscs"
2019-01-02,4639,1,"Non-specialised wholesale of food, beverages and tobacco"
2019-01-02,4641,2,"Wholesale of textiles"
2019-01-02,4645,3,"Wholesale of perfume and cosmetics"
2019-01-02,4646,1,"Wholesale of pharmaceutical goods"
2019-01-02,4647,1,"Wholesale of furniture, carpets and lighting equipment"
2019-01-02,4671,1,"Wholesale of solid, liquid and gaseous fuels and related products"
2019-01-02,4673,1,"Wholesale of wood, construction materials and sanitary equipment"
2019-01-02,4677,1,"Wholesale of waste and scrap"
2019-01-02,4690,8,"Non-specialised wholesale trade"
2019-01-02,4711,4,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-02,4719,10,"Other retail sale in non-specialised stores"
2019-01-02,4729,1,"Other retail sale of food in specialised stores"
2019-01-02,4742,1,"Retail sale of telecommunications equipment in specialised stores"
2019-01-02,4751,2,"Retail sale of textiles in specialised stores"
2019-01-02,4754,1,"Retail sale of electrical household appliances in specialised stores"
2019-01-02,4761,1,"Retail sale of books in specialised stores"
2019-01-02,4764,2,"Retail sale of sporting equipment in specialised stores"
2019-01-02,4771,8,"Retail sale of clothing in specialised stores"
2019-01-02,4772,1,"Retail sale of footwear and leather goods in specialised stores"
2019-01-02,4773,1,"Dispensing chemist in specialised stores"
2019-01-02,4774,1,"Retail sale of medical and orthopaedic goods in specialised stores"
2019-01-02,4775,3,"Retail sale of cosmetic and toilet articles in specialised stores"
2019-01-02,4776,2,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
2019-01-02,4777,1,"Retail sale of watches and jewellery in specialised stores"
2019-01-02,4778,2,"Other retail sale of new goods in specialised stores"
2019-01-02,4779,2,"Retail sale of second-hand goods in stores"
2019-01-02,4782,2,"Retail sale via stalls and markets of textiles, clothing and footwear"
2019-01-02,4791,33,"Retail sale via mail order houses or via Internet"
2019-01-02,4799,10,"Other retail sale not in stores, stalls or markets"
2019-01-03,4511,11,"Sale of cars and light motor vehicles"
2019-01-03,4519,4,"Sale of other motor vehicles"
2019-01-03,4520,10,"Maintenance and repair of motor vehicles"
2019-01-03,4532,5,"Retail trade of motor vehicle parts and accessories"
2019-01-03,4540,1,"Sale, maintenance and repair of motorcycles and related parts and accessories"
2019-01-03,4612,1,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
2019-01-03,4613,1,"Agents involved in the sale of timber and building materials"
2019-01-03,4614,1,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
2019-01-03,4615,2,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
2019-01-03,4616,5,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-03,4617,3,"Agents involved in the sale of food, beverages and tobacco"
2019-01-03,4618,3,"Agents specialised in the sale of other particular products"
2019-01-03,4619,8,"Agents involved in the sale of a variety of goods"
2019-01-03,4632,1,"Wholesale of meat and meat products"
2019-01-03,4634,1,"Wholesale of beverages"
2019-01-03,4637,1,"Wholesale of coffee, tea, cocoa and spices"
2019-01-03,4642,3,"Wholesale of clothing and footwear"
2019-01-03,4643,1,"Wholesale of electrical household appliances"
2019-01-03,4646,1,"Wholesale of pharmaceutical goods"
2019-01-03,4647,1,"Wholesale of furniture, carpets and lighting equipment"
2019-01-03,4649,1,"Wholesale of other household goods"
2019-01-03,4651,1,"Wholesale of computers, computer peripheral equipment and software"
2019-01-03,4652,1,"Wholesale of electronic and telecommunications equipment and parts"
2019-01-03,4665,1,"Wholesale of office furniture"
2019-01-03,4669,2,"Wholesale of other machinery and equipment"
2019-01-03,4673,1,"Wholesale of wood, construction materials and sanitary equipment"
2019-01-03,4674,1,"Wholesale of hardware, plumbing and heating equipment and supplies"
2019-01-03,4677,1,"Wholesale of waste and scrap"
2019-01-03,4690,5,"Non-specialised wholesale trade"
2019-01-03,4711,7,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-03,4719,5,"Other retail sale in non-specialised stores"
2019-01-03,4729,4,"Other retail sale of food in specialised stores"
2019-01-03,4741,1,"Retail sale of computers, peripheral units and software in specialised stores"
2019-01-03,4742,1,"Retail sale of telecommunications equipment in specialised stores"
2019-01-03,4759,1,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
2019-01-03,4764,2,"Retail sale of sporting equipment in specialised stores"
2019-01-03,4771,4,"Retail sale of clothing in specialised stores"
2019-01-03,4774,1,"Retail sale of medical and orthopaedic goods in specialised stores"
2019-01-03,4776,1,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
2019-01-03,4777,2,"Retail sale of watches and jewellery in specialised stores"
2019-01-03,4778,3,"Other retail sale of new goods in specialised stores"
2019-01-03,4789,1,"Retail sale via stalls and markets of other goods"
2019-01-03,4791,16,"Retail sale via mail order houses or via Internet"
2019-01-03,4799,11,"Other retail sale not in stores, stalls or markets"
2019-01-04,4511,18,"Sale of cars and light motor vehicles"
2019-01-04,4520,9,"Maintenance and repair of motor vehicles"
2019-01-04,4531,1,"Wholesale trade of motor vehicle parts and accessories"
2019-01-04,4532,2,"Retail trade of motor vehicle parts and accessories"
2019-01-04,4540,1,"Sale, maintenance and repair of motorcycles and related parts and accessories"
2019-01-04,4614,1,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
2019-01-04,4616,6,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-04,4617,2,"Agents involved in the sale of food, beverages and tobacco"
2019-01-04,4618,3,"Agents specialised in the sale of other particular products"
2019-01-04,4619,6,"Agents involved in the sale of a variety of goods"
2019-01-04,4631,1,"Wholesale of fruit and vegetables"
2019-01-04,4634,1,"Wholesale of beverages"
2019-01-04,4635,1,"Wholesale of tobacco products"
2019-01-04,4637,1,"Wholesale of coffee, tea, cocoa and spices"
2019-01-04,4641,1,"Wholesale of textiles"
2019-01-04,4642,4,"Wholesale of clothing and footwear"
2019-01-04,4648,1,"Wholesale of watches and jewellery"
2019-01-04,4649,5,"Wholesale of other household goods"
2019-01-04,4651,2,"Wholesale of computers, computer peripheral equipment and software"
2019-01-04,4652,2,"Wholesale of electronic and telecommunications equipment and parts"
2019-01-04,4662,1,"Wholesale of machine tools"
2019-01-04,4663,1,"Wholesale of mining, construction and civil engineering machinery"
2019-01-04,4673,1,"Wholesale of wood, construction materials and sanitary equipment"
2019-01-04,4675,1,"Wholesale of chemical products"
2019-01-04,4690,11,"Non-specialised wholesale trade"
2019-01-04,4711,6,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-04,4719,6,"Other retail sale in non-specialised stores"
2019-01-04,4721,2,"Retail sale of fruit and vegetables in specialised stores"
2019-01-04,4723,1,"Retail sale of fish, crustaceans and molluscs in specialised stores"
2019-01-04,4724,1,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
2019-01-04,4729,1,"Other retail sale of food in specialised stores"
2019-01-04,4730,1,"Retail sale of automotive fuel in specialised stores"
2019-01-04,4741,1,"Retail sale of computers, peripheral units and software in specialised stores"
2019-01-04,4753,3,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
2019-01-04,4754,1,"Retail sale of electrical household appliances in specialised stores"
2019-01-04,4759,5,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
2019-01-04,4761,1,"Retail sale of books in specialised stores"
2019-01-04,4762,1,"Retail sale of newspapers and stationery in specialised stores"
2019-01-04,4764,3,"Retail sale of sporting equipment in specialised stores"
2019-01-04,4771,9,"Retail sale of clothing in specialised stores"
2019-01-04,4773,1,"Dispensing chemist in specialised stores"
2019-01-04,4774,2,"Retail sale of medical and orthopaedic goods in specialised stores"
2019-01-04,4775,1,"Retail sale of cosmetic and toilet articles in specialised stores"
2019-01-04,4776,2,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
2019-01-04,4777,1,"Retail sale of watches and jewellery in specialised stores"
2019-01-04,4778,4,"Other retail sale of new goods in specialised stores"
2019-01-04,4779,2,"Retail sale of second-hand goods in stores"
2019-01-04,4782,3,"Retail sale via stalls and markets of textiles, clothing and footwear"
2019-01-04,4789,3,"Retail sale via stalls and markets of other goods"
2019-01-04,4791,33,"Retail sale via mail order houses or via Internet"
2019-01-04,4799,5,"Other retail sale not in stores, stalls or markets"
2019-01-07,4511,13,"Sale of cars and light motor vehicles"
2019-01-07,4520,14,"Maintenance and repair of motor vehicles"
2019-01-07,4531,2,"Wholesale trade of motor vehicle parts and accessories"
2019-01-07,4532,6,"Retail trade of motor vehicle parts and accessories"
2019-01-07,4612,1,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
2019-01-07,4613,1,"Agents involved in the sale of timber and building materials"
2019-01-07,4614,1,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
2019-01-07,4615,2,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
2019-01-07,4616,3,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-07,4617,3,"Agents involved in the sale of food, beverages and tobacco"
2019-01-07,4618,4,"Agents specialised in the sale of other particular products"
2019-01-07,4619,7,"Agents involved in the sale of a variety of goods"
2019-01-07,4621,1,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
2019-01-07,4631,2,"Wholesale of fruit and vegetables"
2019-01-07,4632,1,"Wholesale of meat and meat products"
2019-01-07,4634,5,"Wholesale of beverages"
2019-01-07,4637,2,"Wholesale of coffee, tea, cocoa and spices"
2019-01-07,4638,1,"Wholesale of other food, including fish, crustaceans and molluscs"
2019-01-07,4639,1,"Non-specialised wholesale of food, beverages and tobacco"
2019-01-07,4641,1,"Wholesale of textiles"
2019-01-07,4642,9,"Wholesale of clothing and footwear"
2019-01-07,4645,3,"Wholesale of perfume and cosmetics"
2019-01-07,4646,1,"Wholesale of pharmaceutical goods"
2019-01-07,4647,1,"Wholesale of furniture, carpets and lighting equipment"
2019-01-07,4649,1,"Wholesale of other household goods"
2019-01-07,4651,2,"Wholesale of computers, computer peripheral equipment and software"
2019-01-07,4652,1,"Wholesale of electronic and telecommunications equipment and parts"
2019-01-07,4661,1,"Wholesale of agricultural machinery, equipment and supplies"
2019-01-07,4666,1,"Wholesale of other office machinery and equipment"
2019-01-07,4674,1,"Wholesale of hardware, plumbing and heating equipment and supplies"
2019-01-07,4690,11,"Non-specialised wholesale trade"
2019-01-07,4711,10,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-07,4719,15,"Other retail sale in non-specialised stores"
2019-01-07,4722,1,"Retail sale of meat and meat products in specialised stores"
2019-01-07,4724,2,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
2019-01-07,4729,4,"Other retail sale of food in specialised stores"
2019-01-07,4741,2,"Retail sale of computers, peripheral units and software in specialised stores"
2019-01-07,4742,3,"Retail sale of telecommunications equipment in specialised stores"
2019-01-07,4743,1,"Retail sale of audio and video equipment in specialised stores"
2019-01-07,4751,2,"Retail sale of textiles in specialised stores"
2019-01-07,4753,2,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
2019-01-07,4759,3,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
2019-01-07,4764,3,"Retail sale of sporting equipment in specialised stores"
2019-01-07,4765,1,"Retail sale of games and toys in specialised stores"
2019-01-07,4771,9,"Retail sale of clothing in specialised stores"
2019-01-07,4772,2,"Retail sale of footwear and leather goods in specialised stores"
2019-01-07,4773,4,"Dispensing chemist in specialised stores"
2019-01-07,4774,2,"Retail sale of medical and orthopaedic goods in specialised stores"
2019-01-07,4775,3,"Retail sale of cosmetic and toilet articles in specialised stores"
2019-01-07,4776,1,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
2019-01-07,4777,1,"Retail sale of watches and jewellery in specialised stores"
2019-01-07,4778,5,"Other retail sale of new goods in specialised stores"
2019-01-07,4779,2,"Retail sale of second-hand goods in stores"
2019-01-07,4789,1,"Retail sale via stalls and markets of other goods"
2019-01-07,4791,69,"Retail sale via mail order houses or via Internet"
2019-01-07,4799,13,"Other retail sale not in stores, stalls or markets"
2019-01-08,4511,11,"Sale of cars and light motor vehicles"
2019-01-08,4519,1,"Sale of other motor vehicles"
2019-01-08,4520,13,"Maintenance and repair of motor vehicles"
2019-01-08,4532,4,"Retail trade of motor vehicle parts and accessories"
2019-01-08,4540,1,"Sale, maintenance and repair of motorcycles and related parts and accessories"
2019-01-08,4612,1,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
2019-01-08,4613,2,"Agents involved in the sale of timber and building materials"
2019-01-08,4614,2,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
2019-01-08,4615,2,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
2019-01-08,4616,2,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-08,4618,3,"Agents specialised in the sale of other particular products"
2019-01-08,4619,8,"Agents involved in the sale of a variety of goods"
2019-01-08,4621,1,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
2019-01-08,4622,1,"Wholesale of flowers and plants"
2019-01-08,4631,3,"Wholesale of fruit and vegetables"
2019-01-08,4632,1,"Wholesale of meat and meat products"
2019-01-08,4634,4,"Wholesale of beverages"
2019-01-08,4637,1,"Wholesale of coffee, tea, cocoa and spices"
2019-01-08,4638,1,"Wholesale of other food, including fish, crustaceans and molluscs"
2019-01-08,4641,3,"Wholesale of textiles"
2019-01-08,4642,2,"Wholesale of clothing and footwear"
2019-01-08,4643,2,"Wholesale of electrical household appliances"
2019-01-08,4645,3,"Wholesale of perfume and cosmetics"
2019-01-08,4646,2,"Wholesale of pharmaceutical goods"
2019-01-08,4647,1,"Wholesale of furniture, carpets and lighting equipment"
2019-01-08,4649,1,"Wholesale of other household goods"
2019-01-08,4651,2,"Wholesale of computers, computer peripheral equipment and software"
2019-01-08,4669,1,"Wholesale of other machinery and equipment"
2019-01-08,4671,3,"Wholesale of solid, liquid and gaseous fuels and related products"
2019-01-08,4672,2,"Wholesale of metals and metal ores"
2019-01-08,4673,2,"Wholesale of wood, construction materials and sanitary equipment"
2019-01-08,4674,1,"Wholesale of hardware, plumbing and heating equipment and supplies"
2019-01-08,4675,1,"Wholesale of chemical products"
2019-01-08,4690,9,"Non-specialised wholesale trade"
2019-01-08,4711,19,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-08,4719,13,"Other retail sale in non-specialised stores"
2019-01-08,4721,1,"Retail sale of fruit and vegetables in specialised stores"
2019-01-08,4722,2,"Retail sale of meat and meat products in specialised stores"
2019-01-08,4725,1,"Retail sale of beverages in specialised stores"
2019-01-08,4726,1,"Retail sale of tobacco products in specialised stores"
2019-01-08,4729,4,"Other retail sale of food in specialised stores"
2019-01-08,4730,2,"Retail sale of automotive fuel in specialised stores"
2019-01-08,4741,1,"Retail sale of computers, peripheral units and software in specialised stores"
2019-01-08,4742,3,"Retail sale of telecommunications equipment in specialised stores"
2019-01-08,4751,2,"Retail sale of textiles in specialised stores"
2019-01-08,4752,3,"Retail sale of hardware, paints and glass in specialised stores"
2019-01-08,4759,4,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
2019-01-08,4761,1,"Retail sale of books in specialised stores"
2019-01-08,4763,1,"Retail sale of music and video recordings in specialised stores"
2019-01-08,4764,4,"Retail sale of sporting equipment in specialised stores"
2019-01-08,4771,12,"Retail sale of clothing in specialised stores"
2019-01-08,4772,1,"Retail sale of footwear and leather goods in specialised stores"
2019-01-08,4773,1,"Dispensing chemist in specialised stores"
2019-01-08,4775,3,"Retail sale of cosmetic and toilet articles in specialised stores"
2019-01-08,4776,3,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
2019-01-08,4777,2,"Retail sale of watches and jewellery in specialised stores"
2019-01-08,4778,3,"Other retail sale of new goods in specialised stores"
2019-01-08,4782,2,"Retail sale via stalls and markets of textiles, clothing and footwear"
2019-01-08,4789,2,"Retail sale via stalls and markets of other goods"
2019-01-08,4791,40,"Retail sale via mail order houses or via Internet"
2019-01-08,4799,15,"Other retail sale not in stores, stalls or markets"
2019-01-09,4511,16,"Sale of cars and light motor vehicles"
2019-01-09,4520,15,"Maintenance and repair of motor vehicles"
2019-01-09,4532,1,"Retail trade of motor vehicle parts and accessories"
2019-01-09,4540,1,"Sale, maintenance and repair of motorcycles and related parts and accessories"
2019-01-09,4611,2,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
2019-01-09,4613,1,"Agents involved in the sale of timber and building materials"
2019-01-09,4614,1,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
2019-01-09,4615,4,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
2019-01-09,4616,2,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-09,4617,3,"Agents involved in the sale of food, beverages and tobacco"
2019-01-09,4618,4,"Agents specialised in the sale of other particular products"
2019-01-09,4619,5,"Agents involved in the sale of a variety of goods"
2019-01-09,4621,1,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
2019-01-09,4633,2,"Wholesale of dairy products, eggs and edible oils and fats"
2019-01-09,4634,2,"Wholesale of beverages"
2019-01-09,4635,1,"Wholesale of tobacco products"
2019-01-09,4637,3,"Wholesale of coffee, tea, cocoa and spices"
2019-01-09,4639,1,"Non-specialised wholesale of food, beverages and tobacco"
2019-01-09,4641,3,"Wholesale of textiles"
2019-01-09,4642,3,"Wholesale of clothing and footwear"
2019-01-09,4643,2,"Wholesale of electrical household appliances"
2019-01-09,4645,6,"Wholesale of perfume and cosmetics"
2019-01-09,4646,2,"Wholesale of pharmaceutical goods"
2019-01-09,4647,1,"Wholesale of furniture, carpets and lighting equipment"
2019-01-09,4648,1,"Wholesale of watches and jewellery"
2019-01-09,4649,2,"Wholesale of other household goods"
2019-01-09,4651,1,"Wholesale of computers, computer peripheral equipment and software"
2019-01-09,4652,2,"Wholesale of electronic and telecommunications equipment and parts"
2019-01-09,4669,1,"Wholesale of other machinery and equipment"
2019-01-09,4671,1,"Wholesale of solid, liquid and gaseous fuels and related products"
2019-01-09,4672,1,"Wholesale of metals and metal ores"
2019-01-09,4673,1,"Wholesale of wood, construction materials and sanitary equipment"
2019-01-09,4676,2,"Wholesale of other intermediate products"
2019-01-09,4690,9,"Non-specialised wholesale trade"
2019-01-09,4711,9,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-09,4719,17,"Other retail sale in non-specialised stores"
2019-01-09,4722,1,"Retail sale of meat and meat products in specialised stores"
2019-01-09,4724,1,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
2019-01-09,4726,1,"Retail sale of tobacco products in specialised stores"
2019-01-09,4730,1,"Retail sale of automotive fuel in specialised stores"
2019-01-09,4742,2,"Retail sale of telecommunications equipment in specialised stores"
2019-01-09,4751,4,"Retail sale of textiles in specialised stores"
2019-01-09,4752,1,"Retail sale of hardware, paints and glass in specialised stores"
2019-01-09,4753,1,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
2019-01-09,4754,1,"Retail sale of electrical household appliances in specialised stores"
2019-01-09,4759,3,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
2019-01-09,4761,1,"Retail sale of books in specialised stores"
2019-01-09,4762,1,"Retail sale of newspapers and stationery in specialised stores"
2019-01-09,4771,6,"Retail sale of clothing in specialised stores"
2019-01-09,4774,1,"Retail sale of medical and orthopaedic goods in specialised stores"
2019-01-09,4775,1,"Retail sale of cosmetic and toilet articles in specialised stores"
2019-01-09,4776,1,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
2019-01-09,4777,2,"Retail sale of watches and jewellery in specialised stores"
2019-01-09,4778,2,"Other retail sale of new goods in specialised stores"
2019-01-09,4779,1,"Retail sale of second-hand goods in stores"
2019-01-09,4781,1,"Retail sale via stalls and markets of food, beverages and tobacco products"
2019-01-09,4789,2,"Retail sale via stalls and markets of other goods"
2019-01-09,4791,25,"Retail sale via mail order houses or via Internet"
2019-01-09,4799,17,"Other retail sale not in stores, stalls or markets"
2019-01-10,4511,10,"Sale of cars and light motor vehicles"
2019-01-10,4520,12,"Maintenance and repair of motor vehicles"
2019-01-10,4531,2,"Wholesale trade of motor vehicle parts and accessories"
2019-01-10,4532,4,"Retail trade of motor vehicle parts and accessories"
2019-01-10,4540,1,"Sale, maintenance and repair of motorcycles and related parts and accessories"
2019-01-10,4612,1,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
2019-01-10,4614,1,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
2019-01-10,4615,3,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
2019-01-10,4616,3,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-10,4617,1,"Agents involved in the sale of food, beverages and tobacco"
2019-01-10,4618,3,"Agents specialised in the sale of other particular products"
2019-01-10,4619,11,"Agents involved in the sale of a variety of goods"
2019-01-10,4631,2,"Wholesale of fruit and vegetables"
2019-01-10,4634,2,"Wholesale of beverages"
2019-01-10,4638,2,"Wholesale of other food, including fish, crustaceans and molluscs"
2019-01-10,4642,3,"Wholesale of clothing and footwear"
2019-01-10,4646,4,"Wholesale of pharmaceutical goods"
2019-01-10,4649,1,"Wholesale of other household goods"
2019-01-10,4651,2,"Wholesale of computers, computer peripheral equipment and software"
2019-01-10,4652,1,"Wholesale of electronic and telecommunications equipment and parts"
2019-01-10,4669,4,"Wholesale of other machinery and equipment"
2019-01-10,4674,2,"Wholesale of hardware, plumbing and heating equipment and supplies"
2019-01-10,4690,9,"Non-specialised wholesale trade"
2019-01-10,4711,7,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-10,4719,10,"Other retail sale in non-specialised stores"
2019-01-10,4721,1,"Retail sale of fruit and vegetables in specialised stores"
2019-01-10,4722,3,"Retail sale of meat and meat products in specialised stores"
2019-01-10,4724,3,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
2019-01-10,4725,1,"Retail sale of beverages in specialised stores"
2019-01-10,4729,1,"Other retail sale of food in specialised stores"
2019-01-10,4741,1,"Retail sale of computers, peripheral units and software in specialised stores"
2019-01-10,4751,1,"Retail sale of textiles in specialised stores"
2019-01-10,4753,3,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
2019-01-10,4759,4,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
2019-01-10,4763,1,"Retail sale of music and video recordings in specialised stores"
2019-01-10,4764,2,"Retail sale of sporting equipment in specialised stores"
2019-01-10,4771,6,"Retail sale of clothing in specialised stores"
2019-01-10,4772,4,"Retail sale of footwear and leather goods in specialised stores"
2019-01-10,4777,3,"Retail sale of watches and jewellery in specialised stores"
2019-01-10,4779,2,"Retail sale of second-hand goods in stores"
2019-01-10,4782,3,"Retail sale via stalls and markets of textiles, clothing and footwear"
2019-01-10,4789,1,"Retail sale via stalls and markets of other goods"
2019-01-10,4791,35,"Retail sale via mail order houses or via Internet"
2019-01-10,4799,9,"Other retail sale not in stores, stalls or markets"
2019-01-11,4511,16,"Sale of cars and light motor vehicles"
2019-01-11,4519,1,"Sale of other motor vehicles"
2019-01-11,4520,10,"Maintenance and repair of motor vehicles"
2019-01-11,4531,1,"Wholesale trade of motor vehicle parts and accessories"
2019-01-11,4532,3,"Retail trade of motor vehicle parts and accessories"
2019-01-11,4540,1,"Sale, maintenance and repair of motorcycles and related parts and accessories"
2019-01-11,4611,1,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
2019-01-11,4612,2,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
2019-01-11,4613,1,"Agents involved in the sale of timber and building materials"
2019-01-11,4614,2,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
2019-01-11,4616,3,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
2019-01-11,4617,2,"Agents involved in the sale of food, beverages and tobacco"
2019-01-11,4618,2,"Agents specialised in the sale of other particular products"
2019-01-11,4619,8,"Agents involved in the sale of a variety of goods"
2019-01-11,4631,2,"Wholesale of fruit and vegetables"
2019-01-11,4634,3,"Wholesale of beverages"
2019-01-11,4636,1,"Wholesale of sugar and chocolate and sugar confectionery"
2019-01-11,4637,4,"Wholesale of coffee, tea, cocoa and spices"
2019-01-11,4639,2,"Non-specialised wholesale of food, beverages and tobacco"
2019-01-11,4641,2,"Wholesale of textiles"
2019-01-11,4642,5,"Wholesale of clothing and footwear"
2019-01-11,4645,1,"Wholesale of perfume and cosmetics"
2019-01-11,4646,1,"Wholesale of pharmaceutical goods"
2019-01-11,4647,1,"Wholesale of furniture, carpets and lighting equipment"
2019-01-11,4649,1,"Wholesale of other household goods"
2019-01-11,4651,1,"Wholesale of computers, computer peripheral equipment and software"
2019-01-11,4652,1,"Wholesale of electronic and telecommunications equipment and parts"
2019-01-11,4661,1,"Wholesale of agricultural machinery, equipment and supplies"
2019-01-11,4666,1,"Wholesale of other office machinery and equipment"
2019-01-11,4669,2,"Wholesale of other machinery and equipment"
2019-01-11,4675,1,"Wholesale of chemical products"
2019-01-11,4676,1,"Wholesale of other intermediate products"
2019-01-11,4677,1,"Wholesale of waste and scrap"
2019-01-11,4690,8,"Non-specialised wholesale trade"
2019-01-11,4711,7,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
2019-01-11,4719,8,"Other retail sale in non-specialised stores"
2019-01-11,4722,2,"Retail sale of meat and meat products in specialised stores"
2019-01-11,4723,1,"Retail sale of fish, crustaceans and molluscs in specialised stores"
2019-01-11,4724,1,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
2019-01-11,4725,2,"Retail sale of beverages in specialised stores"
2019-01-11,4726,1,"Retail sale of tobacco products in specialised stores"
2019-01-11,4729,2,"Other retail sale of food in specialised stores"
2019-01-11,4741,1,"Retail sale of computers, peripheral units and software in specialised stores"
2019-01-11,4751,1,"Retail sale of textiles in specialised stores"
2019-01-11,4752,1,"Retail sale of hardware, paints and glass in specialised stores"
2019-01-11,4753,1,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
2019-01-11,4754,1,"Retail sale of electrical household appliances in specialised stores"
2019-01-11,4759,1,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
2019-01-11,4762,1,"Retail sale of newspapers and stationery in specialised stores"
2019-01-11,4763,1,"Retail sale of music and video recordings in specialised stores"
2019-01-11,4764,2,"Retail sale of sporting equipment in specialised stores"
2019-01-11,4771,7,"Retail sale of clothing in specialised stores"
2019-01-11,4772,1,"Retail sale of footwear and leather goods in specialised stores"
2019-01-11,4774,1,"Retail sale of medical and orthopaedic goods in specialised stores"
2019-01-11,4776,1,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
2019-01-11,4777,2,"Retail sale of watches and jewellery in specialised stores"
2019-01-11,4778,6,"Other retail sale of new goods in specialised stores"
