"Mar 2022","Mar 2021","% change 2022-2021","Mar 2020","% change 2022-2020","Mar 2019","% change 2022-2019"
2909,2917,-0.274254370929039,1394,108.680057388809,1688,72.3341232227488
2508.61290322581,2481.64516129032,1.08668807112868,1225.25806451613,104.741594924045,1370.83870967742,82.9983998493976
